iteration,learning_rate,n_estimators,max_depth,min_child_weight,subsample,reg_alpha,reg_lambda,colsample_bynode,colsample_bytree,num_parallel_tree,max_delta_step,score
0.0,0.0565188353665596,201.0,4.0,0.22941378033097243,0.3315637069404716,0.6678644924774313,0.6133970499572224,0.9101436349265669,0.6591105921465615,2.0,5.0,0.0028565174023818733
0.0,0.24451058215713295,1826.0,3.0,1.21083014093505,0.17624230898308516,0.35421821597282277,0.5085570245248207,0.029340903126771428,0.8662384877193242,3.0,2.0,0.028196636938128752
0.0,0.029604475906198243,456.0,5.0,0.7522113556664305,0.49703178061647457,0.5179831270046081,0.6756042893699862,0.7719835372382903,0.8230893011851829,1.0,0.0,0.0031047194855881527
0.0,0.0065419282340562854,217.0,5.0,0.16481544453653083,0.7240368531370539,0.36278153544140296,0.014429195023978271,0.4779768061750375,0.04698092213895364,2.0,1.0,0.1246582124162105
0.0,0.007381797082789184,609.0,3.0,1.8833906668515241,0.28153813772736486,0.156546859141154,0.980530115200216,0.15451776965206304,0.4494083426677823,1.0,5.0,0.017121619004586898
0.0,0.004446223724070586,1146.0,3.0,0.6648257255694583,0.5356508463776687,0.07403181151356475,0.8086820908543326,0.4458280557205208,0.9335390565759286,1.0,4.0,0.007735867110694304
0.0,0.012093077048020772,1663.0,3.0,0.19432701044753892,0.8250232767221415,0.28821540212661434,0.9535078449248089,0.43072627310438316,0.39413679306200183,2.0,3.0,0.0024560111756436955
0.0,0.004591992784549332,199.0,6.0,1.985364288712219,0.7361304835389945,0.3380270391103691,0.982578125797804,0.11238392846640001,0.48372653415302996,4.0,5.0,0.2067118806629487
0.0,0.2823501257868878,2200.0,6.0,0.8585086758400791,0.10142293947662889,0.5160051774245085,0.038310837843865166,0.9896466495940296,0.4038971349957034,5.0,0.0,0.03383618189425629
0.0,0.293740358701459,2200.0,5.0,2.1218480936046324,0.038787238022758054,0.772020853771604,0.33385361183557033,0.7134801321777965,0.4497506914693707,1.0,3.0,0.13636585531059023
0.0,0.2507354453025103,2200.0,6.0,0.11510805397528737,0.4170251611452094,0.7993766621955858,0.7793595130266147,0.9807578329403485,0.975030350966983,5.0,1.0,0.017714642670032622
0.0,0.07148978323243435,2200.0,5.0,1.4836213755209615,0.8995739421267421,0.332042262767085,0.6046390817719135,0.9836474891642502,0.9436105729153839,5.0,5.0,0.01205409749134122
0.0,0.2438486092141546,2200.0,5.0,0.17132563716238444,0.6744473825480798,0.04380920391974733,0.05461620661585414,0.98661687941425,0.7347926415534682,3.0,1.0,0.01705247110488068
0.0,0.08190679383896306,2200.0,4.0,2.108416836932376,0.48821075561516547,0.9635933196804555,0.3541850457959728,0.38188692748269737,0.5176139707013083,1.0,2.0,0.0165511999610503
0.0,0.1303751556254398,2200.0,4.0,1.9800703725003475,0.5596709354831774,0.7368520175714712,0.3650200353765331,0.9866573655153181,0.5912107575930279,5.0,5.0,0.014950160234331558
0.0,0.17765259760177027,2200.0,4.0,2.1544740380437806,0.3148754240815119,0.6582030446430895,0.5563973754756288,0.4950532071459602,0.4613287324698992,5.0,4.0,0.019413357391189358
0.0,0.21991415467748057,2200.0,5.0,0.3436474165923843,0.40562128076906884,0.7804255532379708,0.42016506198949183,0.9892117608177041,0.4189794216059103,2.0,2.0,0.020465289525674498
0.0,0.03959594689042791,2200.0,5.0,0.41770339076108226,0.03049094474594971,0.9132549192056083,0.008624305712005734,0.9650667570594736,0.3524733534691902,2.0,4.0,0.030376865090696693
0.0,0.017878690050381053,2200.0,3.0,2.1752929334440223,0.4896711323207535,0.6529402666298246,0.010350099313232709,0.23975347345563305,0.8329417736812285,4.0,1.0,0.003279482258656438
0.0,0.17526891011288087,2200.0,6.0,1.0663738465232326,0.5625170843483805,0.12167995357600335,0.32813504887150935,0.9875913537479442,0.3041559450245471,3.0,3.0,0.015402204846679491
0.0,0.0010979786657415612,2200.0,3.0,0.48197108252864723,0.3079914792793015,0.07659831464829868,0.9006001416847205,0.48750744884016656,0.9227108232780878,4.0,0.0,0.0809132562903238
0.0,0.001240762091700611,2200.0,5.0,1.6452974507317724,0.4635460957739393,0.643457100776262,0.9155911556242926,0.5897680660909898,0.3456740985670618,3.0,0.0,0.003816887653443376
0.0,0.11878606729935343,2200.0,4.0,0.2257856576431559,0.7880104599184725,0.005084960453752713,0.5874574272568598,0.0005247989414664101,0.7193170119940491,5.0,5.0,0.0157313419115678
0.0,0.0012135590762296926,2200.0,4.0,0.23286933235779367,0.3058215772039331,0.21729087419320006,0.6615226857459253,0.8046909635527001,0.17114077774323275,3.0,0.0,0.008563950689423332
0.0,0.0014889254233962312,2200.0,4.0,1.7763145415042823,0.1385451323976039,0.6257775644145653,0.16552379542287093,0.9349458373290668,0.023227679186771544,1.0,0.0,0.509790671034349
0.0,0.0016954009008535418,2200.0,6.0,0.13399331109340532,0.17880358696389598,0.33964130382888535,0.5405974907004655,0.9127372254438382,0.7202632544579931,3.0,0.0,0.004292066517790105
0.0,0.0012860012938591184,2200.0,6.0,1.1310717812413638,0.9064632577968704,0.4075705542886467,0.7789835896026787,0.8755182496690179,0.9196619096615113,5.0,0.0,0.02643307951825425
0.0,0.0010656431599814086,2200.0,5.0,0.10441326725003289,0.694421925260902,0.6209370121432668,0.13935432664407787,0.7820638249264158,0.016448188145216907,2.0,0.0,0.5189259657104803
0.0,0.0011918064881418352,2200.0,6.0,0.34657641068782646,0.33961135858283,0.9272298084075117,0.8466342891829205,0.7728235266784339,0.0003523507833529627,3.0,0.0,0.5356053936183349
